damage,url
13.03,http://web.archive.org/web/20230731173753if_/https://sourceforge.net/p/android-x86/hardware_intel_libsensors/ci/nougat-x86/tree/
13.02,http://web.archive.org/web/20240227034231if_/https://sourceforge.net/p/optflux/optflux-mfa/ci/master/tree/
13.0,http://web.archive.org/web/20231224034231if_/https://sourceforge.net/p/octave/symbolic/ci/main/tree/
12.99,http://web.archive.org/web/20150221161247if_/http://sourceforge.net/p/bitext2tmx/git/ci/master/tree/
12.92,http://web.archive.org/web/20220806080318if_/https://sourceforge.net/p/jedit/Updater/ci/master/tree/
12.88,http://web.archive.org/web/20240322054517if_/https://sourceforge.net/p/kmeleon/source/ci/default/tree/
12.67,http://web.archive.org/web/20160616162119if_/https://sourceforge.net/p/wxdsgn/code/HEAD/tree/
12.55,http://web.archive.org/web/20240227033641if_/https://sourceforge.net/p/optflux/optflux-omicsintegration/ci/master/tree/
12.48,http://web.archive.org/web/20151110173416if_/http://sourceforge.net/p/lttty/code/HEAD/tree/
12.46,http://web.archive.org/web/20221126123559if_/https://sourceforge.net/p/scribus/trunk/ci/master/tree/
12.41,http://web.archive.org/web/20221116110818if_/https://sourceforge.net/p/doublecmd/code/HEAD/tree/
12.41,http://web.archive.org/web/20221116110818if_/https://sourceforge.net/p/doublecmd/code/HEAD/tree/
12.37,http://web.archive.org/web/20180116054612if_/https://sourceforge.net/p/octave/netcdf/ci/master/tree/
12.37,http://web.archive.org/web/20180703232156if_/https://sourceforge.net/p/camprocessor/camv/ci/master/tree/
12.09,http://web.archive.org/web/20240227025732if_/https://sourceforge.net/p/octave/doctest/ci/main/tree/
12.04,http://web.archive.org/web/20240227040650if_/https://sourceforge.net/p/unitedrpms/code/ci/master/tree/
11.9,http://web.archive.org/web/20160202014426if_/http://sourceforge.net/p/netcat/code/HEAD/tree/
11.8,http://web.archive.org/web/20160203133956if_/http://sourceforge.net/p/samurai/code/HEAD/tree/
11.75,http://web.archive.org/web/20220806081828if_/https://sourceforge.net/p/jedit/SaxonPlugin/ci/master/tree/
11.71,http://web.archive.org/web/20240227030024if_/https://sourceforge.net/p/optflux/cobra4optflux3/ci/master/tree/
11.68,http://web.archive.org/web/20231228074441if_/https://sourceforge.net/p/synkron/code/HEAD/tree/
11.68,http://web.archive.org/web/20190306044502if_/https://sourceforge.net/p/xml-copy-editor/code/ci/master/tree/
11.64,http://web.archive.org/web/20211022115603if_/https://sourceforge.net/p/googlesyncmod/code/HEAD/tree/
11.61,http://web.archive.org/web/20240324124406if_/https://sourceforge.net/p/crportable/patches-branding/ci/default/tree/
11.53,http://web.archive.org/web/20240321125215if_/https://sourceforge.net/p/windirstat/testbench/ci/default/tree/
11.49,http://web.archive.org/web/20220607142440if_/https://sourceforge.net/p/console/code/ci/master/tree/
11.49,http://web.archive.org/web/20240220140141if_/https://sourceforge.net/p/flightgear/pipeline/ci/master/tree/
11.33,http://web.archive.org/web/20230616121752if_/https://sourceforge.net/p/anaphraseus/code/HEAD/tree/
11.23,http://web.archive.org/web/20230620160331if_/https://sourceforge.net/p/swig/code/HEAD/tree/
10.98,http://web.archive.org/web/20220524182448if_/https://sourceforge.net/p/optflux/utilities/ci/master/tree/
10.88,http://web.archive.org/web/20240227035232if_/https://sourceforge.net/p/optflux/serialization4optflux/ci/master/tree/
10.86,http://web.archive.org/web/20180723102915if_/https://sourceforge.net/p/virtuoso/virtuoso-opensource/ci/develop/7/~/tree/
10.7,http://web.archive.org/web/20240227035041if_/https://sourceforge.net/p/optflux/optflux-tna/ci/master/tree/
10.67,http://web.archive.org/web/20240227035350if_/https://sourceforge.net/p/optflux/xgmml4optflux3/ci/master/tree/
10.67,http://web.archive.org/web/20230731173841if_/https://sourceforge.net/p/android-x86/installation/
10.66,http://web.archive.org/web/20230116080819if_/https://sourceforge.net/p/freertos/code/HEAD/tree/
10.65,http://web.archive.org/web/20230514151948if_/https://sourceforge.net/p/android-x86/push/ci/master/tree/
10.62,http://web.archive.org/web/20230706143945if_/https://sourceforge.net/p/supertuxkart/code/HEAD/tree/
10.61,http://web.archive.org/web/20180620025409if_/https://sourceforge.net/p/hf-auto-clicker/code/ci/master/tree/
10.61,http://web.archive.org/web/20240227033531if_/https://sourceforge.net/p/optflux/optflux-metabolicvisualizer/ci/master/tree/
10.61,http://web.archive.org/web/20230216010545if_/https://sourceforge.net/p/chibios/code/HEAD/tree/
10.6,http://web.archive.org/web/20230615115058if_/https://sourceforge.net/p/rodin-b-sharp/qualprob/ci/master/tree/
10.6,http://web.archive.org/web/20240227030016if_/https://sourceforge.net/p/optflux/celldesigner4optflux3/ci/master/tree/
10.53,http://web.archive.org/web/20220806080318if_/https://sourceforge.net/p/jedit/ProtocolBuffer/ci/master/tree/
10.53,http://web.archive.org/web/20240321125224if_/https://sourceforge.net/p/windirstat/wiki/ci/master/tree/
10.49,http://web.archive.org/web/20230914075907if_/https://sourceforge.net/p/tuntaposx/code/ci/master/tree/
10.42,http://web.archive.org/web/20150909140740if_/http://sourceforge.net/p/sstp-client/code/HEAD/tree/
10.41,http://web.archive.org/web/20240227031010if_/https://sourceforge.net/p/optflux/biologicalnetscore/ci/master/tree/
10.41,http://web.archive.org/web/20240225102448if_/https://sourceforge.net/p/vym/code/ci/develop/tree/
10.39,http://web.archive.org/web/20230731173740if_/https://sourceforge.net/p/android-x86/cm/
10.36,http://web.archive.org/web/20230731173737if_/https://sourceforge.net/p/android-x86/kernels/
10.34,http://web.archive.org/web/20230613215457if_/https://sourceforge.net/p/rodin-b-sharp/EMF_EVENT_B/ci/master/tree/
10.31,http://web.archive.org/web/20240321125207if_/https://sourceforge.net/p/windirstat/premake-stable/ci/WDS-build/tree/
10.23,http://web.archive.org/web/20180703232201if_/https://sourceforge.net/p/camprocessor/camv-test/ci/master/tree/
10.23,http://web.archive.org/web/20231224045607if_/https://sourceforge.net/p/octave/octclip/ci/master/tree/
10.14,http://web.archive.org/web/20240315101526if_/https://sourceforge.net/p/codeblocks/code/HEAD/tree/
10.13,http://web.archive.org/web/20240227033824if_/https://sourceforge.net/p/optflux/optflux-optknock/ci/master/tree/
10.13,http://web.archive.org/web/20221208180105if_/https://sourceforge.net/p/gtk-win/code/HEAD/tree/
10.1,http://web.archive.org/web/20230506224944if_/https://sourceforge.net/p/gparted/code/ci/master/tree/
10.1,http://web.archive.org/web/20240227030147if_/https://sourceforge.net/p/optflux/metabolicvisualizer4optflux3/ci/master/tree/
10.1,http://web.archive.org/web/20230506224944if_/https://sourceforge.net/p/gparted/code/ci/master/tree/
10.07,http://web.archive.org/web/20221216085617if_/https://sourceforge.net/p/shareaza/code/HEAD/tree/
